ID no.	Business Name	Street address	City	State	Zip Code	Phone	Rating	Gender majority	 Median Salary 	Latte Price
705	 Espresso Exuberance	238 Michigan Park	Van Nuys	California	91406	805-872-9381	1.27	Male	 $75,798 	$4.84
706	 Brewed Dreamscape	2086 Dorton Junction	Sacramento	California	94280	916-610-9393	5.00	Male	 $79,089 	$5.21
707	 Cup of Comfort	29 Goodland Circle	Santa Rosa	California	95405	707-721-1599	4.50	Male	 $87,334 	$5.31
708	 Latte Landmark	6 Florence Avenue	Redwood City	California	94064	650-929-4134	4.01	Female	 $88,321 	$5.42
709	 Java Joyhouse	88 Graceland Junction	Fresno	California	93773	559-422-7958	4.46	Male	 $86,394 	$5.61
710	 Frothy Fusion	74145 Emmet Pass	Pasadena	California	91199	626-606-2704	4.55	Female	 $80,131 	$4.64
711	 Sip & Stories	837 Leroy Crossing	San Jose	California	95108	408-925-7600	2.25	Female	 $80,647 	$5.34
712	 Perk Paradise	27 Stone Corner Pass	Simi Valley	California	93094	805-910-8015	4.53	Male	 $81,752 	$5.07
713	 Urban Brewtropolis	54474 Reindahl Point	Irvine	California	92619	949-153-6312	3.41	Male	 $73,110 	$4.84
714	 Steamy Moments	291 7th Point	Garden Grove	California	92844	714-123-2371	1.19	Female	 $80,480 	$4.82
715	 Caffeine Communion	30669 High Crossing Parkway	North Hollywood	California	91616	213-998-4752	4.39	Male	 $81,346 	$5.16
716	 Mugful Magic	52 Graedel Parkway	Oakland	California	94605	510-443-0226	3.93	Male	 $81,656 	$4.86
717	 Bean Brilliance	111 Alpine Alley	San Francisco	California	94137	415-716-5733	4.82	Male	 $77,404 	$5.09
718	 Coffee Coziness	65 8th Terrace	Burbank	California	91520	323-982-5320	4.79	Female	 $80,753 	$5.44
719	 The Roast Refinery	11 New Castle Drive	Sacramento	California	95818	916-686-6146	4.11	Female	 $83,618 	$5.47
720	 Espresso Exuberance	83 Bay Crossing	Sacramento	California	94263	916-376-2038	4.52	Female	 $78,272 	$4.65
721	 Brewed Dreamscape	63 Delaware Terrace	San Diego	California	92186	619-112-3695	4.36	Female	 $86,236 	$5.66
722	 Cup of Comfort	1 Elka Trail	Los Angeles	California	90020	323-148-8924	4.00	Male	 $82,047 	$4.89
723	 Latte Landmark	34 Packers Center	Sacramento	California	94257	916-920-0047	4.48	Female	 $84,169 	$5.36
724	 Java Joyhouse	610 Barnett Point	Los Angeles	California	90040	714-424-6612	4.00	Male	 $76,485 	$4.88
725	 Frothy Fusion	9266 Susan Point	Stockton	California	95210	209-877-9648	4.19	Female	 $87,117 	$5.10
726	 Sip & Stories	90944 International Alley	Sacramento	California	94291	916-557-4969	4.65	Male	 $85,267 	$5.25
727	 Perk Paradise	987 Fairview Way	San Diego	California	92191	619-464-0066	4.18	Male	 $77,056 	$4.58
728	 Urban Brewtropolis	4588 Mayfield Way	Chula Vista	California	91913	619-328-5045	1.67	Female	 $74,094 	$4.98
729	 Steamy Moments	988 Springs Lane	Carlsbad	California	92013	760-452-6547	4.83	Female	 $88,951 	$5.41
730	 Caffeine Communion	48 Daystar Terrace	Riverside	California	92505	909-415-7715	4.86	Male	 $89,573 	$5.31
731	 Mugful Magic	9303 Browning Trail	Sacramento	California	95813	916-371-1922	4.82	Male	 $80,778 	$5.01
732	 Bean Brilliance	264 High Crossing Drive	Sacramento	California	94273	916-973-9060	4.47	Female	 $73,380 	$4.97
733	 Coffee Coziness	2019 Mosinee Plaza	Fresno	California	93750	559-581-0151	4.79	Male	 $77,343 	$4.57
734	 The Roast Refinery	31158 Almo Plaza	San Francisco	California	94110	415-206-9019	4.40	Male	 $74,020 	$5.06
735	 Espresso Exuberance	789 Randy Alley	Stockton	California	95298	209-466-2233	4.05	Male	 $83,024 	$4.76
736	 Brewed Dreamscape	83 Heath Park	Pasadena	California	91125	626-812-5201	4.28	Female	 $89,065 	$5.13
737	 Cup of Comfort	86 Hanson Parkway	Pasadena	California	91103	323-891-0124	3.04	Female	 $89,781 	$5.79
738	 Latte Landmark	20534 Surrey Crossing	Sacramento	California	94257	916-197-1727	3.86	Male	 $84,169 	$5.11
739	 Java Joyhouse	3182 Oriole Lane	Santa Barbara	California	93150	805-754-9525	1.69	Female	 $72,001 	$4.66
740	 Frothy Fusion	5 Troy Terrace	Santa Monica	California	90410	310-379-8160	4.70	Female	 $74,244 	$4.71
741	 Sip & Stories	44347 Arizona Parkway	Chula Vista	California	91913	619-693-7431	4.38	Female	 $74,094 	$4.95
742	 Perk Paradise	3654 Memorial Hill	Irvine	California	92619	949-347-0336	4.55	Male	 $73,110 	$4.51
743	 Urban Brewtropolis	72 Knutson Way	Bakersfield	California	93399	661-172-9688	1.08	Female	 $82,438 	$5.45
744	 Steamy Moments	101 Sunnyside Plaza	San Francisco	California	94132	415-615-6969	4.30	Male	 $72,457 	$4.33
745	 Caffeine Communion	7302 Meadow Vale Center	Oakland	California	94605	510-559-0623	1.75	Female	 $81,656 	$5.04
746	 Mugful Magic	4697 Knutson Circle	Brea	California	92822	818-231-2996	4.84	Female	 $84,267 	$5.03
747	 Bean Brilliance	599 Carioca Crossing	Los Angeles	California	90094	323-448-3193	4.20	Female	 $81,405 	$5.34
748	 Coffee Coziness	35 Prentice Center	Burbank	California	91520	626-601-9763	4.01	Female	 $80,753 	$5.04
749	 The Roast Refinery	5 Forster Alley	North Hollywood	California	91606	818-655-3532	4.53	Female	 $73,193 	$4.78
750	 Espresso Exuberance	5895 Nova Place	Santa Rosa	California	95405	707-663-9336	4.35	Male	 $87,334 	$5.09
751	 Brewed Dreamscape	780 Bayside Junction	Lancaster	California	93584	661-558-5450	1.47	Male	 $74,009 	$4.54
752	 Cup of Comfort	906 Fulton Circle	San Francisco	California	94105	310-792-6207	4.60	Male	 $87,534 	$5.60
753	 Latte Landmark	364 Pleasure Hill	Los Angeles	California	90005	213-803-0310	4.91	Female	 $81,489 	$5.07
754	 Java Joyhouse	673 Garrison Court	San Francisco	California	94142	415-955-8918	4.99	Female	 $87,294 	$5.43
755	 Frothy Fusion	3037 Fallview Parkway	Los Angeles	California	90189	213-378-0262	4.24	Male	 $89,649 	$5.35
756	 Sip & Stories	4 Basil Drive	Moreno Valley	California	92555	951-425-2955	3.54	Female	 $87,654 	$5.74
757	 Perk Paradise	409 Sommers Lane	Sacramento	California	95813	916-616-9612	4.67	Female	 $80,778 	$4.99
758	 Urban Brewtropolis	917 Sherman Hill	Long Beach	California	90847	562-561-9273	4.85	Male	 $73,031 	$4.32
759	 Steamy Moments	9 5th Center	Bakersfield	California	93381	661-669-0915	2.49	Female	 $72,725 	$4.56
760	 Caffeine Communion	6469 Gerald Way	San Luis Obispo	California	93407	805-856-4968	4.79	Female	 $75,320 	$4.51
761	 Mugful Magic	3576 Bonner Hill	Van Nuys	California	91411	626-687-8446	4.30	Female	 $76,034 	$5.00
762	 Bean Brilliance	24 Old Gate Street	Inglewood	California	90310	310-971-5708	4.37	Female	 $87,586 	$5.14
763	 Coffee Coziness	809 Forest Run Parkway	Irvine	California	92717	714-954-9578	3.78	Female	 $73,919 	$5.01
764	 The Roast Refinery	684 Rockefeller Pass	San Francisco	California	94121	415-398-5800	4.15	Male	 $80,124 	$4.71
765	 Espresso Exuberance	35806 Continental Hill	Fresno	California	93721	209-803-5083	4.37	Male	 $76,700 	$4.72
766	 Brewed Dreamscape	70 Brown Terrace	Santa Barbara	California	93106	805-960-3545	1.98	Female	 $77,104 	$4.87
767	 Cup of Comfort	12074 Fair Oaks Avenue	San Diego	California	92145	619-619-5602	4.73	Male	 $77,995 	$5.10
768	 Latte Landmark	226 Independence Park	Chula Vista	California	91913	619-897-4866	2.30	Male	 $74,094 	$4.86
769	 Java Joyhouse	98333 Tomscot Pass	San Jose	California	95194	408-667-2090	3.33	Male	 $84,762 	$5.27
770	 Frothy Fusion	8555 Spaight Parkway	San Francisco	California	94132	415-927-0268	4.65	Female	 $72,457 	$4.56
771	 Sip & Stories	8 Oriole Way	Long Beach	California	90831	562-226-8513	4.33	Male	 $76,580 	$4.43
772	 Perk Paradise	5393 Laurel Alley	Los Angeles	California	90010	818-746-9915	4.50	Female	 $80,745 	$5.17
773	 Urban Brewtropolis	35889 Logan Circle	Visalia	California	93291	559-183-7963	1.25	Male	 $78,753 	$4.70
774	 Steamy Moments	8778 Mockingbird Way	Brea	California	92822	714-667-4590	4.05	Female	 $84,267 	$5.07
775	 Caffeine Communion	657 Springs Court	San Jose	California	95150	408-527-8641	4.50	Male	 $88,036 	$5.31
776	 Mugful Magic	1037 Lindbergh Place	Santa Ana	California	92725	714-882-9625	4.34	Female	 $87,893 	$5.41
777	 Bean Brilliance	12147 David Terrace	San Jose	California	95128	408-285-5520	4.18	Female	 $84,929 	$5.41
778	 Coffee Coziness	97476 Barby Parkway	Fresno	California	93778	559-146-2255	4.17	Male	 $84,885 	$5.56
779	 The Roast Refinery	2425 Bellgrove Avenue	San Jose	California	95173	408-474-6840	2.67	Female	 $79,007 	$5.32
780	 Espresso Exuberance	55 Dakota Place	Van Nuys	California	91411	626-868-5925	4.08	Male	 $76,034 	$4.97
781	 Brewed Dreamscape	54453 Knutson Hill	San Francisco	California	94142	415-367-0390	4.50	Female	 $87,294 	$5.49
782	 Cup of Comfort	335 Sage Lane	Fresno	California	93762	559-765-7145	1.43	Female	 $75,024 	$4.52
783	 Latte Landmark	2301 Sloan Center	San Jose	California	95113	650-975-4308	1.52	Male	 $75,808 	$5.18
784	 Java Joyhouse	9 Oak Valley Hill	Pasadena	California	91117	626-693-3600	4.00	Female	 $86,350 	$5.25
785	 Frothy Fusion	705 Randy Crossing	Pasadena	California	91186	626-501-3478	4.50	Male	 $78,746 	$5.02
786	 Sip & Stories	89278 Sheridan Park	San Francisco	California	94159	415-630-2772	3.82	Female	 $84,781 	$5.20
787	 Perk Paradise	78 Northwestern Pass	Sacramento	California	94280	916-591-5036	4.88	Male	 $79,089 	$5.34
788	 Urban Brewtropolis	37 Arizona Point	Whittier	California	90610	562-919-5177	3.78	Female	 $85,758 	$4.97
789	 Steamy Moments	722 Forest Dale Center	Los Angeles	California	90030	213-380-3162	4.76	Male	 $88,142 	$5.54
790	 Caffeine Communion	83235 Forest Run Crossing	Burbank	California	91505	626-581-8388	4.33	Female	 $88,333 	$5.24
791	 Mugful Magic	23576 Lukken Street	San Francisco	California	94169	415-669-7504	4.69	Male	 $81,239 	$4.90
792	 Bean Brilliance	92 Express Point	San Francisco	California	94132	415-178-6228	4.89	Female	 $72,457 	$4.81
793	 Coffee Coziness	6496 Village Green Crossing	Los Angeles	California	90076	323-951-3928	4.04	Female	 $76,801 	$4.46
794	 The Roast Refinery	94 Debs Lane	San Jose	California	95155	408-382-5927	4.25	Male	 $85,684 	$5.64
795	 Espresso Exuberance	33 Barnett Place	San Diego	California	92127	760-446-8116	4.10	Female	 $84,283 	$4.84
796	 Brewed Dreamscape	636 Graceland Road	Irvine	California	92619	949-247-7677	4.10	Female	 $73,110 	$4.31
797	 Cup of Comfort	6897 Lakewood Junction	San Bernardino	California	92410	909-721-1234	4.29	Female	 $77,543 	$4.50
798	 Latte Landmark	1205 Annamark Terrace	Fresno	California	93778	559-516-8524	4.55	Female	 $84,885 	$4.98
799	 Java Joyhouse	4 Esch Junction	San Bernardino	California	92405	909-843-9863	5.00	Female	 $81,409 	$4.88
800	 Frothy Fusion	5941 Summerview Hill	Mountain View	California	94042	650-200-2548	4.01	Male	 $75,624 	$4.59
801	 Sip & Stories	1 Reindahl Crossing	San Diego	California	92145	858-269-9364	2.33	Female	 $77,995 	$4.69
802	 Perk Paradise	70 Eastlawn Road	Pasadena	California	91117	626-186-5017	4.26	Male	 $86,350 	$5.26
803	 Urban Brewtropolis	7043 Coolidge Terrace	Santa Rosa	California	95405	707-226-9628	4.55	Female	 $87,334 	$5.31
804	 Steamy Moments	9602 Mallory Street	Inglewood	California	90305	310-846-1674	4.50	Female	 $76,776 	$4.78
805	 Caffeine Communion	51 Service Park	San Bernardino	California	92415	909-962-0626	4.00	Male	 $72,573 	$4.87
806	 Mugful Magic	61 Hallows Court	Santa Barbara	California	93150	805-998-0081	3.59	Male	 $72,001 	$4.32
807	 Bean Brilliance	94674 Dennis Pass	Los Angeles	California	90010	714-500-9534	4.43	Male	 $80,745 	$5.06
808	 Coffee Coziness	6 Mccormick Road	Fresno	California	93773	559-169-8762	3.02	Male	 $86,394 	$5.07
809	 The Roast Refinery	35 Blaine Plaza	San Luis Obispo	California	93407	805-553-5694	2.03	Male	 $75,320 	$4.70
810	 Espresso Exuberance	77 Comanche Terrace	San Diego	California	92153	619-916-7543	3.91	Male	 $85,066 	$5.12
811	 Brewed Dreamscape	20406 Hooker Pass	Concord	California	94522	925-961-3692	3.20	Male	 $76,599 	$4.84
812	 Cup of Comfort	781 Riverside Court	Long Beach	California	90831	562-263-9861	4.67	Female	 $76,580 	$4.64
813	 Latte Landmark	87436 Bultman Way	Salinas	California	93907	831-671-9450	4.69	Female	 $72,558 	$4.87
814	 Java Joyhouse	75 Ilene Plaza	San Jose	California	95155	408-804-1717	4.82	Male	 $85,684 	$5.27
815	 Frothy Fusion	51367 Fremont Lane	Los Angeles	California	90030	213-773-1250	4.12	Male	 $88,142 	$5.08
816	 Sip & Stories	3 Brown Circle	Bakersfield	California	93381	661-369-8872	5.00	Female	 $72,725 	$4.48
817	 Perk Paradise	83 Annamark Hill	Anaheim	California	92805	562-914-7172	4.37	Female	 $81,169 	$5.31
818	 Urban Brewtropolis	1701 Hallows Hill	Los Angeles	California	90045	213-370-9918	5.00	Male	 $77,451 	$5.04
819	 Steamy Moments	15 Heffernan Circle	Fresno	California	93715	209-297-8181	1.83	Female	 $82,282 	$5.42
820	 Caffeine Communion	634 Mendota Way	Santa Barbara	California	93111	702-898-2263	2.25	Female	 $88,404 	$5.09
821	 Mugful Magic	517 Banding Avenue	Oxnard	California	93034	805-679-8740	3.03	Female	 $80,680 	$4.80
822	 Bean Brilliance	6059 Golf View Drive	Glendale	California	91205	323-820-1282	4.59	Female	 $81,057 	$5.00
823	 Coffee Coziness	499 Miller Plaza	San Jose	California	95133	408-141-0426	1.85	Female	 $78,176 	$4.80
824	 The Roast Refinery	4324 Cottonwood Parkway	Anaheim	California	92812	714-121-8348	1.42	Male	 $86,290 	$5.41
825	 Espresso Exuberance	9 Graedel Center	San Diego	California	92145	619-887-7580	3.63	Male	 $77,995 	$5.28
826	 Brewed Dreamscape	242 Straubel Avenue	Sacramento	California	94291	916-846-0102	1.79	Female	 $85,267 	$5.45
827	 Cup of Comfort	1250 6th Point	Brea	California	92822	714-469-1120	1.90	Female	 $84,267 	$5.49
828	 Latte Landmark	58 8th Place	Oxnard	California	93034	805-303-1714	2.04	Female	 $80,680 	$5.15
829	 Java Joyhouse	71 Bowman Point	Los Angeles	California	90189	213-881-3635	4.67	Female	 $89,649 	$5.36
830	 Frothy Fusion	225 Hallows Parkway	San Diego	California	92153	619-953-3096	1.32	Male	 $85,066 	$4.97
831	 Sip & Stories	816 Mendota Alley	Sacramento	California	95865	916-455-9882	3.42	Female	 $74,852 	$4.95
832	 Perk Paradise	3647 Mosinee Center	Santa Rosa	California	95405	707-347-4081	4.26	Female	 $87,334 	$5.08
833	 Urban Brewtropolis	175 Hayes Avenue	Sacramento	California	95838	916-182-3606	5.00	Female	 $83,293 	$4.91
834	 Steamy Moments	728 Center Parkway	Los Angeles	California	90050	213-709-9712	4.79	Female	 $85,140 	$4.97
835	 Caffeine Communion	4381 Steensland Parkway	San Jose	California	95113	650-759-0090	4.11	Female	 $75,808 	$4.88
836	 Mugful Magic	88 Superior Plaza	Fresno	California	93750	559-813-4369	3.97	Female	 $77,343 	$4.87
837	 Bean Brilliance	6143 Valley Edge Trail	Van Nuys	California	91411	661-443-5632	2.04	Female	 $76,034 	$4.43
838	 Coffee Coziness	382 Hanson Lane	Fresno	California	93773	559-984-2661	1.39	Female	 $86,394 	$5.05
839	 The Roast Refinery	9463 Westridge Trail	Anaheim	California	92825	714-703-9667	4.31	Female	 $80,272 	$5.34
840	 Espresso Exuberance	34 Clarendon Avenue	Bakersfield	California	93381	661-204-8608	4.94	Male	 $72,725 	$4.52
841	 Brewed Dreamscape	74554 Dwight Avenue	Oakland	California	94622	510-600-1977	4.33	Female	 $77,653 	$4.92
842	 Cup of Comfort	410 Hintze Place	Los Angeles	California	90065	323-379-7257	4.20	Female	 $81,531 	$5.10
843	 Latte Landmark	8494 Pearson Pass	Corona	California	92878	951-376-9018	4.59	Female	 $80,359 	$4.79
844	 Java Joyhouse	11425 Graedel Parkway	Los Angeles	California	90020	562-829-2281	4.40	Female	 $82,047 	$4.83
845	 Frothy Fusion	75330 Hanson Point	Santa Monica	California	90410	310-203-2101	2.34	Female	 $74,244 	$4.91
846	 Sip & Stories	54865 Village Parkway	San Bernardino	California	92410	909-302-4907	1.57	Male	 $77,543 	$4.69
847	 Perk Paradise	64388 Delladonna Street	Oakland	California	94622	510-331-0883	4.34	Female	 $77,653 	$5.09
848	 Urban Brewtropolis	62 Daystar Park	Riverside	California	92505	909-681-8165	4.87	Male	 $89,573 	$5.72
849	 Steamy Moments	58 Pearson Point	Newport Beach	California	92662	714-667-3483	4.03	Female	 $85,859 	$5.38
850	 Caffeine Communion	200 Lakewood Crossing	Bakersfield	California	93386	661-634-9490	4.75	Male	 $77,056 	$5.06
851	 Mugful Magic	6 Chinook Crossing	Sacramento	California	95813	916-171-0330	4.89	Female	 $80,778 	$5.38
852	 Bean Brilliance	2196 Clove Crossing	Sacramento	California	94237	916-592-0722	4.18	Male	 $77,526 	$4.53
853	 Coffee Coziness	367 Longview Alley	Oxnard	California	93034	805-180-2407	4.20	Male	 $80,680 	$4.77
854	 The Roast Refinery	96 Mallard Hill	Los Angeles	California	90035	818-602-2813	4.33	Female	 $87,604 	$5.53
855	 Espresso Exuberance	4 Hermina Crossing	Northridge	California	91328	818-996-1797	4.47	Female	 $86,832 	$5.32
856	 Brewed Dreamscape	5347 Scoville Pass	Pasadena	California	91131	626-974-6050	4.82	Male	 $81,178 	$5.11
857	 Cup of Comfort	13 Moose Way	San Diego	California	92110	949-620-8663	4.11	Male	 $84,121 	$5.39
858	 Latte Landmark	588 Buell Plaza	Sacramento	California	95894	916-188-3224	4.20	Male	 $81,552 	$5.40
859	 Java Joyhouse	4 Ridgeview Court	Anaheim	California	92805	562-870-4200	2.93	Male	 $81,169 	$5.45
860	 Frothy Fusion	558 Namekagon Pass	Los Angeles	California	90045	650-901-5866	4.50	Male	 $77,451 	$5.25
861	 Sip & Stories	1364 Northwestern Pass	Orange	California	92867	949-408-8595	3.00	Female	 $74,340 	$4.86
862	 Perk Paradise	3 Marcy Alley	Modesto	California	95354	559-663-3210	4.10	Male	 $77,031 	$4.86
863	 Urban Brewtropolis	94 Maywood Court	Chula Vista	California	91913	619-774-4372	4.17	Female	 $74,094 	$4.76
864	 Steamy Moments	8 Bluejay Road	Fresno	California	93721	559-102-7032	1.30	Male	 $76,700 	$5.20
865	 Caffeine Communion	259 Londonderry Plaza	Moreno Valley	California	92555	951-401-9784	4.53	Male	 $87,654 	$5.59
866	 Mugful Magic	4347 Mariners Cove Road	Concord	California	94522	925-378-9517	3.66	Female	 $76,599 	$4.49
867	 Bean Brilliance	79 Northview Drive	Modesto	California	95354	559-968-7421	1.68	Male	 $77,031 	$4.48
868	 Coffee Coziness	2 Farragut Center	San Jose	California	95123	408-871-1344	3.79	Female	 $80,356 	$5.15
869	 The Roast Refinery	2 Dakota Crossing	Inglewood	California	90310	310-657-4594	4.67	Male	 $87,586 	$5.30
870	 Espresso Exuberance	886 Anhalt Center	Santa Ana	California	92725	714-200-8105	4.78	Male	 $87,893 	$5.20
871	 Brewed Dreamscape	9 Daystar Lane	San Diego	California	92132	858-287-5009	4.56	Male	 $82,904 	$4.95
872	 Cup of Comfort	57 Artisan Avenue	San Diego	California	92176	619-799-6694	4.10	Male	 $74,130 	$4.89
873	 Latte Landmark	92133 Vermont Drive	Sacramento	California	94291	916-101-2129	1.85	Female	 $85,267 	$5.17
874	 Java Joyhouse	6723 Westerfield Junction	Riverside	California	92505	909-233-4886	3.87	Male	 $89,573 	$5.39
875	 Frothy Fusion	43 Debra Point	Sacramento	California	95818	916-612-3291	4.69	Female	 $83,618 	$5.03
876	 Sip & Stories	94 Goodland Park	Fresno	California	93762	559-491-2746	2.76	Female	 $75,024 	$4.76
877	 Perk Paradise	97391 Ryan Parkway	Pasadena	California	91186	626-458-7281	4.02	Male	 $78,746 	$5.10
878	 Urban Brewtropolis	37349 Tennyson Drive	Sacramento	California	95865	916-574-9728	4.78	Female	 $74,852 	$4.77
879	 Steamy Moments	7 Sutteridge Trail	Sacramento	California	95894	916-855-1062	4.10	Female	 $81,552 	$5.48
880	 Caffeine Communion	85 Sutherland Court	Fresno	California	93726	559-823-6518	5.00	Female	 $80,973 	$5.01
881	 Mugful Magic	85 Charing Cross Parkway	Orange	California	92668	760-256-6319	4.26	Female	 $84,883 	$5.62
882	 Bean Brilliance	1 Killdeer Drive	Stockton	California	95205	209-780-2880	4.56	Male	 $83,215 	$4.82
883	 Coffee Coziness	661 Sherman Circle	Oceanside	California	92056	760-832-7747	4.78	Female	 $77,003 	$5.04
884	 The Roast Refinery	21167 Carey Road	Fresno	California	93750	559-987-6139	4.03	Female	 $77,343 	$4.92
885	 Espresso Exuberance	34598 7th Park	San Francisco	California	94110	415-810-6762	3.50	Male	 $74,020 	$5.05
886	 Brewed Dreamscape	605 Delaware Place	Los Angeles	California	90055	213-741-7581	4.68	Female	 $81,567 	$5.00
887	 Cup of Comfort	13 Armistice Way	Sacramento	California	95865	916-557-5603	4.37	Female	 $74,852 	$4.67
888	 Latte Landmark	974 Sunnyside Trail	San Diego	California	92132	619-811-5960	4.97	Male	 $82,904 	$5.22
889	 Java Joyhouse	632 Moose Court	Oakland	California	94627	510-981-7833	4.33	Male	 $79,779 	$4.90
890	 Frothy Fusion	7012 Ohio Street	Sacramento	California	95852	916-673-6884	2.06	Male	 $89,978 	$5.58
891	 Sip & Stories	50 Roth Pass	Los Angeles	California	90005	323-181-2436	4.66	Male	 $81,489 	$4.73
892	 Perk Paradise	93871 North Plaza	Fresno	California	93704	209-160-8223	4.55	Male	 $85,167 	$5.28
893	 Urban Brewtropolis	7 2nd Alley	San Francisco	California	94159	415-836-0016	5.00	Female	 $84,781 	$5.42
894	 Steamy Moments	9 Arkansas Terrace	Long Beach	California	90840	562-913-3491	2.33	Female	 $78,081 	$4.83
895	 Caffeine Communion	1458 Jay Avenue	San Francisco	California	94147	415-483-5809	1.81	Female	 $79,326 	$4.92
896	 Mugful Magic	79012 Hanover Plaza	Orange	California	92867	714-842-4448	1.88	Female	 $74,340 	$4.81
897	 Bean Brilliance	2219 Walton Circle	Long Beach	California	90831	562-833-3194	4.22	Female	 $76,580 	$4.50
898	 Coffee Coziness	209 Anniversary Street	Berkeley	California	94712	510-367-2244	4.41	Male	 $89,361 	$5.74
899	 The Roast Refinery	81403 Brentwood Center	San Diego	California	92165	619-569-2607	1.56	Female	 $76,524 	$4.83
900	 Espresso Exuberance	6286 Macpherson Crossing	Northridge	California	91328	818-506-1202	1.88	Female	 $86,832 	$5.60
901	 Brewed Dreamscape	70744 Lindbergh Parkway	San Bernardino	California	92424	909-540-5977	2.15	Male	 $82,834 	$5.49
902	 Cup of Comfort	16 Hermina Parkway	Newport Beach	California	92662	714-577-4115	3.93	Male	 $85,859 	$4.96
903	 Latte Landmark	7905 Toban Point	Fresno	California	93704	209-260-1503	4.50	Male	 $85,167 	$5.37
904	 Java Joyhouse	89060 Warner Parkway	Concord	California	94522	925-948-7588	4.50	Male	 $76,599 	$4.50
905	 Frothy Fusion	63 Ridgeview Trail	Fullerton	California	92640	559-627-8804	2.71	Female	 $85,806 	$5.68
906	 Sip & Stories	5040 Haas Circle	Torrance	California	90505	310-379-7172	1.94	Female	 $76,315 	$4.76
907	 Perk Paradise	604 Sauthoff Way	San Jose	California	95123	408-542-9935	4.42	Female	 $80,356 	$5.15
908	 Urban Brewtropolis	92 Hoepker Parkway	Stockton	California	95210	209-651-1370	4.50	Male	 $87,117 	$5.53
909	 Steamy Moments	104 School Lane	Mountain View	California	94042	650-477-9579	4.13	Male	 $75,624 	$5.15
910	 Caffeine Communion	957 Prentice Trail	Berkeley	California	94712	510-237-0614	4.12	Female	 $89,361 	$5.57
911	 Mugful Magic	8733 Debra Avenue	Santa Barbara	California	93111	805-763-5090	4.10	Female	 $88,404 	$5.71
912	 Bean Brilliance	26710 Commercial Crossing	Carlsbad	California	92013	760-469-6304	2.36	Female	 $88,951 	$5.43
913	 Coffee Coziness	141 Pierstorff Way	Bakersfield	California	93399	661-133-7771	3.61	Male	 $82,438 	$5.22
914	 The Roast Refinery	9507 Cordelia Trail	Sacramento	California	94230	916-214-9627	1.54	Male	 $81,818 	$4.86
915	 Espresso Exuberance	6256 Dottie Avenue	Ventura	California	93005	805-937-7118	4.35	Male	 $74,782 	$4.90
916	 Brewed Dreamscape	58366 Oneill Hill	Bakersfield	California	93305	661-979-6872	4.01	Male	 $82,664 	$4.80
917	 Cup of Comfort	5814 Fulton Court	San Diego	California	92196	619-621-7775	1.98	Male	 $77,795 	$5.25
918	 Latte Landmark	43 Algoma Way	Torrance	California	90505	310-494-4118	4.19	Male	 $76,315 	$4.96
919	 Java Joyhouse	9660 Nancy Plaza	Fresno	California	93721	209-688-3196	4.11	Male	 $76,700 	$4.79
920	 Frothy Fusion	6135 Tony Park	Long Beach	California	90831	562-607-2450	1.28	Female	 $76,580 	$4.73
921	 Sip & Stories	37293 Grayhawk Drive	Los Angeles	California	90071	323-265-6889	3.01	Female	 $87,695 	$5.24
922	 Perk Paradise	301 Kensington Hill	South Lake Tahoe	California	96154	530-468-3488	4.17	Female	 $88,458 	$5.47
923	 Urban Brewtropolis	5 Talmadge Plaza	Stockton	California	95219	209-897-3792	2.20	Female	 $77,451 	$4.99
924	 Steamy Moments	13 Dennis Place	San Francisco	California	94110	415-674-3262	4.50	Male	 $74,020 	$4.78
925	 Caffeine Communion	3 Oxford Alley	Stockton	California	95205	209-955-0379	4.10	Male	 $83,215 	$5.12
926	 Mugful Magic	3640 5th Point	Los Angeles	California	90025	213-532-9955	4.50	Female	 $85,001 	$5.37
927	 Bean Brilliance	22980 Sommers Junction	San Diego	California	92132	858-985-9400	4.78	Male	 $82,904 	$4.88
928	 Coffee Coziness	42572 Menomonie Parkway	Los Angeles	California	90010	408-323-1027	4.33	Female	 $80,745 	$5.08
929	 The Roast Refinery	77203 Hudson Circle	San Jose	California	95113	650-124-5179	1.24	Female	 $75,808 	$5.15
930	 Espresso Exuberance	2 Dorton Court	San Diego	California	92170	619-502-0517	1.48	Female	 $79,060 	$4.93
931	 Brewed Dreamscape	8448 John Wall Plaza	Fullerton	California	92835	714-525-0270	4.04	Female	 $82,286 	$5.33
932	 Cup of Comfort	78 Mosinee Road	Torrance	California	90510	818-503-9883	1.53	Male	 $88,343 	$5.37
933	 Latte Landmark	62288 Raven Center	San Diego	California	92165	619-989-0977	3.45	Male	 $76,524 	$5.07
934	 Java Joyhouse	2339 Fairfield Lane	Whittier	California	90610	562-537-2242	1.71	Male	 $85,758 	$5.30
935	 Frothy Fusion	824 Evergreen Hill	Irvine	California	92710	714-228-1338	4.08	Female	 $79,706 	$5.23
936	 Sip & Stories	351 Sauthoff Pass	Huntington Beach	California	92648	714-197-0461	4.74	Female	 $72,745 	$4.88
937	 Perk Paradise	44 Moulton Park	Sacramento	California	95838	916-285-1047	3.86	Male	 $83,293 	$5.44
938	 Urban Brewtropolis	1 Troy Lane	North Hollywood	California	91616	213-771-1341	1.49	Female	 $81,346 	$5.03
